post_id;post_txt;post_lable
5802;With Great power, Comes great ele bill.;b
5803;I’m sorry my fault. I forgot you’re an Idiot.;b
5804;Love yourself love your day love your life.;b
5805;Sugar? No thanks, I am already sweet..;b
5806;My heart is stolen… Can I check your bar..;p
5807;Life is a story, Make yours the best seller!;b
5808;Life is short. Smile ;p
5809;You are my best reason to lose sleep.;p
5810;I’m the dude with cool attitude!;p
5811;I wish I had Google in my mind ;b
5812;You have TO-GET-HER.;b
5813;If you want to be TOGETHER.  ;p
5814;Your Whatsapp status say’s online;p
5815;… If your online then, why aren’t you ;b
5816;Try to solve your problem yourself… ;p
5817;Don’t Depend on other..!;b
5818;Life begins at the end ;b
5819;of your comfort zone.;b
5820;Stop saying I wish start saying I will.;p
5821;and antivirus in my heart.;p
5822;Every people is a intelligent;n
5823;When he work Hard! Goood feel;p
5824;Please don’t get confused ;p
5825;please smile ..to your life;p
5826;Love yourself love your day love your life.;p
5827;When he work Hard that is great;n
5828;Don’t let a bad day ;p
5829;make u feel u have a bad life.;n
5830;I’ve got nothing to do today ;p
5831;but smile.;b
5832;Life is to short to remove USB slowly.;n
5833;So many assume. So few know.;p
5834;Nobody can teach me who I am.;p
5835;‘Down’, It only means that you ;p
5836;If people are trying to bring you ;p
5837;I got less but I got best!;p
5838;I’m cool but Summer made me hot!;p
5839;I got less but I got best!;n
5840;I am Waiting for GF Message!;p
5841;So many assume. So few know.;p
5842;Stop saying I wish start saying I will;p
5843;It costs $b.bb to be a decent person.;b
5844;With Great power, Comes great ele bill.;b
5845;I’m sorry my fault. I forgot you’re an Idiot.;b
5846;Love yourself love your day love your life.;b
5847;Sugar? No thanks, I am already sweet..;b
5848;My heart is stolen… Can I check your bar..;p
5849;Life is a story, Make yours the best seller!;b
5850;Life is short. Smile ;p
5851;You are my best reason to lose sleep.;p
5852;I’m the dude with cool attitude!;p
5853;I wish I had Google in my mind ;b
5854;You have TO-GET-HER.;b
5855;If you want to be TOGETHER.  ;p
5856;Your Whatsapp status say’s online;p
5857;… If your online then, why aren’t you ;b
5858;Try to solve your problem yourself… ;p
5859;Don’t Depend on other..!;b
5860;Life begins at the end ;b
5861;of your comfort zone.;b
5862;Stop saying I wish start saying I will.;p
5863;and antivirus in my heart.;p
5864;Every people is a intelligent;n
5865;When he work Hard! Goood feel;p
5866;Please don’t get confused ;p
5867;please smile ..to your life;p
5868;Love yourself love your day love your life.;p
5869;When he work Hard that is great;n
5870;Don’t let a bad day ;p
5871;make u feel u have a bad life.;n
5872;I’ve got nothing to do today ;p
5873;but smile.;b
5874;Life is to short to remove USB slowly.;n
5875;So many assume. So few know.;p
5876;Nobody can teach me who I am.;p
5877;‘Down’, It only means that you ;p
5878;If people are trying to bring you ;p
5879;I got less but I got best!;p
5880;I’m cool but Summer made me hot!;p
5881;I got less but I got best!;n
5882;I am Waiting for GF Message!;p
5883;So many assume. So few know.;p
5884;Stop saying I wish start saying I will;p
5885;It costs $b.bb to be a decent person.;b
5886;With Great power, Comes great ele bill.;b
5887;I’m sorry my fault. I forgot you’re an Idiot.;b
5888;Love yourself love your day love your life.;b
5889;Sugar? No thanks, I am already sweet..;b
5890;My heart is stolen… Can I check your bar..;p
5891;Life is a story, Make yours the best seller!;b
5892;Life is short. Smile ;p
5893;You are my best reason to lose sleep.;p
5894;I’m the dude with cool attitude!;p
5895;I wish I had Google in my mind ;b
5896;You have TO-GET-HER.;b
5897;If you want to be TOGETHER.  ;p
5898;Your Whatsapp status say’s online;p
5899;… If your online then, why aren’t you ;b
5900;Try to solve your problem yourself… ;p
5901;Don’t Depend on other..!;b
5902;Life begins at the end ;b
5903;of your comfort zone.;b
5904;Stop saying I wish start saying I will.;p
5905;and antivirus in my heart.;p
5906;Every people is a intelligent;n
5907;When he work Hard! Goood feel;p
5908;Please don’t get confused ;p
5909;please smile ..to your life;p
5910;Love yourself love your day love your life.;p
5911;When he work Hard that is great;n
5912;Don’t let a bad day ;p
5913;make u feel u have a bad life.;n
5914;I’ve got nothing to do today ;p
5915;but smile.;b
5916;Life is to short to remove USB slowly.;n
5917;So many assume. So few know.;p
5918;Nobody can teach me who I am.;p
5919;‘Down’, It only means that you ;p
5920;If people are trying to bring you ;p
5921;I got less but I got best!;p
5922;I’m cool but Summer made me hot!;p
5923;I got less but I got best!;n
5924;I am Waiting for GF Message!;p
5925;So many assume. So few know.;p
5926;Stop saying I wish start saying I will;p
5927;It costs $b.bb to be a decent person.;b
5928;With Great power, Comes great ele bill.;b
5929;I’m sorry my fault. I forgot you’re an Idiot.;b
5930;Love yourself love your day love your life.;b
5931;Sugar? No thanks, I am already sweet..;b
5932;My heart is stolen… Can I check your bar..;p
5933;Life is a story, Make yours the best seller!;b
5934;Life is short. Smile ;p
5935;You are my best reason to lose sleep.;p
5936;I’m the dude with cool attitude!;p
5937;I wish I had Google in my mind ;b
5938;You have TO-GET-HER.;b
5939;If you want to be TOGETHER.  ;p
5940;Your Whatsapp status say’s online;p
5941;… If your online then, why aren’t you ;b
5942;Try to solve your problem yourself… ;p
5943;Don’t Depend on other..!;b
5944;Life begins at the end ;b
5945;of your comfort zone.;b
5946;Stop saying I wish start saying I will.;p
5947;and antivirus in my heart.;p
5948;Every people is a intelligent;n
5949;When he work Hard! Goood feel;p
5950;Please don’t get confused ;p
5951;please smile ..to your life;p
5952;Love yourself love your day love your life.;p
5953;When he work Hard that is great;n
5954;Don’t let a bad day ;p
5955;make u feel u have a bad life.;n
5956;I’ve got nothing to do today ;p
5957;but smile.;b
5958;Life is to short to remove USB slowly.;n
5959;So many assume. So few know.;p
5960;Nobody can teach me who I am.;p
5961;‘Down’, It only means that you ;p
5962;If people are trying to bring you ;p
5963;I got less but I got best!;p
5964;I’m cool but Summer made me hot!;p
5965;I got less but I got best!;n
5966;I am Waiting for GF Message!;p
5967;So many assume. So few know.;p
5968;Stop saying I wish start saying I will;p
5969;It costs $b.bb to be a decent person.;b
5970;With Great power, Comes great ele bill.;b
5971;I’m sorry my fault. I forgot you’re an Idiot.;b
5972;Love yourself love your day love your life.;b
5973;Sugar? No thanks, I am already sweet..;b
5974;My heart is stolen… Can I check your bar..;p
5975;Life is a story, Make yours the best seller!;b
5976;Life is short. Smile ;p
5977;You are my best reason to lose sleep.;p
5978;I’m the dude with cool attitude!;p
5979;I wish I had Google in my mind ;b
5980;You have TO-GET-HER.;b
5981;If you want to be TOGETHER.  ;p
5982;Your Whatsapp status say’s online;p
5983;… If your online then, why aren’t you ;b
5984;Try to solve your problem yourself… ;p
5985;Don’t Depend on other..!;b
5986;Life begins at the end ;b
5987;of your comfort zone.;b
5988;Stop saying I wish start saying I will.;p
5989;and antivirus in my heart.;p
5990;Every people is a intelligent;n
5991;When he work Hard! Goood feel;p
5992;Please don’t get confused ;p
5993;please smile ..to your life;p
5994;Love yourself love your day love your life.;p
5995;When he work Hard that is great;n
5996;Don’t let a bad day ;p
5997;make u feel u have a bad life.;n
5998;I’ve got nothing to do today ;p
5999;but smile.;b
6000;Life is to short to remove USB slowly.;n
6001;So many assume. So few know.;p
6002;Nobody can teach me who I am.;p
6003;‘Down’, It only means that you ;p
6004;If people are trying to bring you ;p
6005;I got less but I got best!;p
6006;I’m cool but Summer made me hot!;p
6007;I got less but I got best!;n
6008;I am Waiting for GF Message!;p
6009;So many assume. So few know.;p
6010;Stop saying I wish start saying I will;p
6011;It costs $b.bb to be a decent person.;b
6012;With Great power, Comes great ele bill.;b
6013;I’m sorry my fault. I forgot you’re an Idiot.;b
6014;Love yourself love your day love your life.;b
6015;Sugar? No thanks, I am already sweet..;b
6016;My heart is stolen… Can I check your bar..;p
6017;Life is a story, Make yours the best seller!;b
6018;Life is short. Smile ;p
6019;You are my best reason to lose sleep.;p
6020;I’m the dude with cool attitude!;p
6021;I wish I had Google in my mind ;b
6022;You have TO-GET-HER.;b
6023;If you want to be TOGETHER.  ;p
6024;Your Whatsapp status say’s online;p
6025;… If your online then, why aren’t you ;b
6026;Try to solve your problem yourself… ;p
6027;Don’t Depend on other..!;b
6028;Life begins at the end ;b
6029;of your comfort zone.;b
6030;Stop saying I wish start saying I will.;p
6031;and antivirus in my heart.;p
6032;Every people is a intelligent;n
6033;When he work Hard! Goood feel;p
6034;Please don’t get confused ;p
6035;please smile ..to your life;p
6036;Love yourself love your day love your life.;p
6037;When he work Hard that is great;n
6038;Don’t let a bad day ;p
6039;make u feel u have a bad life.;n
6040;I’ve got nothing to do today ;p
6041;but smile.;b
6042;Life is to short to remove USB slowly.;n
6043;So many assume. So few know.;p
6044;Nobody can teach me who I am.;p
6045;‘Down’, It only means that you ;p
6046;If people are trying to bring you ;p
6047;I got less but I got best!;p
6048;I’m cool but Summer made me hot!;p
6049;I got less but I got best!;n
6050;I am Waiting for GF Message!;p
6051;So many assume. So few know.;p
6052;Stop saying I wish start saying I will;p
6053;It costs $b.bb to be a decent person.;b
6054;With Great power, Comes great ele bill.;b
6055;I’m sorry my fault. I forgot you’re an Idiot.;b
6056;Love yourself love your day love your life.;b
6057;Sugar? No thanks, I am already sweet..;b
6058;My heart is stolen… Can I check your bar..;p
6059;Life is a story, Make yours the best seller!;b
6060;Life is short. Smile ;p
6061;You are my best reason to lose sleep.;p
6062;I’m the dude with cool attitude!;p
6063;I wish I had Google in my mind ;b
6064;You have TO-GET-HER.;b
6065;If you want to be TOGETHER.  ;p
6066;Your Whatsapp status say’s online;p
6067;… If your online then, why aren’t you ;b
6068;Try to solve your problem yourself… ;p
6069;Don’t Depend on other..!;b
6070;Life begins at the end ;b
6071;of your comfort zone.;b
6072;Stop saying I wish start saying I will.;p
6073;and antivirus in my heart.;p
6074;Every people is a intelligent;n
6075;When he work Hard! Goood feel;p
6076;Please don’t get confused ;p
6077;please smile ..to your life;p
6078;Love yourself love your day love your life.;p
6079;When he work Hard that is great;n
6080;Don’t let a bad day ;p
6081;make u feel u have a bad life.;n
6082;I’ve got nothing to do today ;p
6083;but smile.;b
6084;Life is to short to remove USB slowly.;n
6085;So many assume. So few know.;p
6086;Nobody can teach me who I am.;p
6087;‘Down’, It only means that you ;p
6088;If people are trying to bring you ;p
6089;I got less but I got best!;p
6090;I’m cool but Summer made me hot!;p
6091;I got less but I got best!;n
6092;I am Waiting for GF Message!;p
6093;So many assume. So few know.;p
6094;Stop saying I wish start saying I will;p
6095;It costs $b.bb to be a decent person.;b
6096;With Great power, Comes great ele bill.;b
6097;I’m sorry my fault. I forgot you’re an Idiot.;b
6098;Love yourself love your day love your life.;b
6099;Sugar? No thanks, I am already sweet..;b
6100;My heart is stolen… Can I check your bar..;p
6101;Life is a story, Make yours the best seller!;b
6102;Life is short. Smile ;p
6103;You are my best reason to lose sleep.;p
6104;I’m the dude with cool attitude!;p
6105;I wish I had Google in my mind ;b
6106;You have TO-GET-HER.;b
6107;If you want to be TOGETHER.  ;p
6108;Your Whatsapp status say’s online;p
6109;… If your online then, why aren’t you ;b
6110;Try to solve your problem yourself… ;p
